,artists,genres
438,Afu-Ra,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
439,Afzal,[]
440,Afzal Lahori,[]
441,Aga Sarwar,[]
442,Against All Authority,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
443,Against Me!,"['folk punk', 'gainesville indie', 'orgcore', 'punk', 'skate punk']"
444,Against The Current,"['neon pop punk', 'pixie', 'pop punk', 'viral pop']"
445,Agapitos,[]
446,Agatha Lee Monn,[]
447,Agatha Reilly,['background music']
448,Agathoklis Mouskas,[]
449,Agent Orange,"['hardcore punk', 'punk', 'skate punk', 'surf punk']"
450,Agent Steel,"['melodic thrash', 'metal', 'neo-trad metal', 'nwothm', 'old school thrash', 'speed metal', 'thrash metal']"
451,Agigat Rzaeva,['azeri traditional']
452,Agnes,"['chamber pop', 'focus']"
453,Agnes Baltsa,"['classical mezzo-soprano', 'classical performance', 'opera']"
454,Agnes Giebel,['classical soprano']
455,Agnes Moorehead,['drama']
456,Agnes Obel,"['chamber pop', 'focus']"
457,Agnes Varda,[]
458,Agnetha Fältskog,"['classic swedish pop', 'europop', 'new wave pop']"
459,Agni Bjark,[]
460,Agnostic Front,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk', 'straight edge']"
461,Ago,[]
462,Aguaturbia,['chilean rock']
463,"Agung, tambul, and dabakan",['pinoy traditional']
464,Agust D,['k-rap']
465,Agustin Magaldi,[]
466,Agustín Barrios Mangoré,"['classical guitar', 'latin classical', 'polca paraguaya']"
467,Agustín Irusta,['vintage tango']
468,Agustín Lara,"['bolero', 'ranchera']"
469,Agustín León Ara,[]
470,Ahlam,['arab pop']
471,Ahmad Jamal,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
472,Ahmad Jamal Quintet,[]
473,Ahmad Jamal Trio,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trio', 'soul jazz', 'stride']"
474,Ahmad Lewis,[]
475,Ahmed Dilawar,[]
476,Ahmed Party,[]
477,Ahmet Celal Bey,[]
478,Ahmet Kaya,"['turkish folk', 'turkish rock']"
479,Ahmet Üstün,[]
480,Ahrix,['gaming edm']
481,Aida Cuevas,"['bolero', 'mariachi', 'ranchera']"
482,Aiko,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']"
483,Ailee,"['k-pop', 'korean pop']"
484,Aim,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
485,Aimee Mann,"['folk', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
486,Aimer,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
487,Aimie Atkinson,[]
488,Aino Jawo,[]
489,Air,"['adult standards', 'mellow gold', 'soft rock']"
490,Air Supply,"['adult standards', 'mellow gold', 'soft rock']"
491,Airbourne,"['glam metal', 'hard rock', 'metal', 'rock', 'wrestling']"
492,Airiel,"['american shoegaze', 'dream pop', 'dreamgaze', 'indie shoegaze', 'nu gaze', 'shoegaze']"
493,Airplay,"['deep soft rock', 'yacht rock']"
494,Airship Express,['background music']
495,Aisha Badru,"['indie folk', 'nyc pop']"
496,Aitch,['manchester hip hop']
497,Aiyana-Lee,[]
498,Ajda Pekkan,"['turkish jazz', 'turkish pop', 'turkish psych', 'turkish rock']"
499,Ajit Merchant,[]
500,Akademie für Alte Musik Berlin,"['baroque ensemble', 'choral', 'classical', 'classical performance', 'early music', 'historically informed performance']"
501,Akhil Bandhu Ghosh,[]
502,Akin,"['country', 'country road', 'modern country rock']"
503,Akina Nakamori,"['j-pop', 'japanese city pop', 'japanese new wave', 'kayokyoku', 'techno kayo']"
504,Akinyele,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
505,Akira Kobayashi,"['enka', 'kayokyoku']"
506,Akkineni Nageswara Rao,[]
507,Akon,['dance pop']
508,Akwid,"['chicano rap', 'latin hip hop', 'mexican hip hop']"
509,Akylla,[]
510,Al Alberts,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
511,Al B. Sure!,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
512,Al Bano,"['classic italian pop', 'italian pop']"
513,Al Bano And Romina Power,['classic italian pop']
514,Al Bowlly,"['adult standards', 'big band', 'british dance band', 'lounge', 'swing']"
515,Al Caiola,"['adult standards', 'ballroom', 'easy listening', 'exotica', 'lounge']"
516,Al Casey,[]
517,Al Cohn,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone']"
518,Al Corley,[]
519,Al Dexter & His Troopers,['country boogie']
520,Al Di Meola,"['flamenco guitar', 'jazz fusion', 'jazz guitar']"
521,Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
522,Al Gromer Khan,"['healing', 'kirtan', 'meditation', 'new tribe', 'sitar', 'world fusion']"
523,Al Haig Quartet,[]
524,Al Haig Trio,['jazz trio']
525,Al Hirt,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']"
526,Al Hudson,[]
527,Al Hurricane,['new mexico music']
528,Al Jarreau,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']"
529,Al Johnson,['background music']
530,Al Jolson,"['adult standards', 'big band', 'ragtime', 'tin pan alley', 'vintage jazz']"
531,Al Kooper,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'roots rock']"
532,Al Martino,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
533,Al Philip Jere Syncopators,[]
534,Al Stewart,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
535,Al Stillman,['tin pan alley']
536,Al Valdés y su Orquesta,[]
537,Al Wilson,"['classic soul', 'motown', 'northern soul']"
538,Al. Bebe,[]
539,Alabama,"['country', 'country road', 'country rock']"
540,Alabama 3,['big beat']
541,Alabama Jr.Pettis,[]
542,Alabama Shakes,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']"
543,Alabina,['arab pop']
544,Alacranes Musical,"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
545,Aladdin Original Broadway Cast,['broadway']
546,Alain Barrière,"['chanson', 'ye ye']"
547,Alain Bashung,"['chanson', 'french indie pop', 'french rock', 'nouvelle chanson francaise']"
548,Alain Boublil,['broadway']
549,Alain Delon,[]
550,Alain Goraguer,"['french soundtrack', 'laboratorio', 'vintage french electronic']"
551,Alain Planes,['classical piano']
552,Alain Souchon,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
553,Alaina Castillo,['pop']
554,Alaine,"['lovers rock', 'modern reggae', 'riddim', 'roots reggae', 'soca']"
555,Alan Braden,"['library music', 'operetta']"
556,Alan Bristow,[]
557,Alan Cavé,"['kompa', 'twoubadou', 'zouk']"
558,Alan Cumming,"['broadway', 'show tunes']"
559,Alan Davies,[]
560,Alan Dudley,[]
561,Alan Friedman,[]
562,Alan Gilbert,"['classical performance', 'orchestral performance']"
563,Alan Hale,[]
564,Alan Hawkshaw,"['exotica', 'library music', 'lounge', 'spytrack']"
565,Alan Howarth,"['classic soundtrack', 'horror synth', 'soundtrack']"
566,Alan Jackson,"['contemporary country', 'country', 'country road']"
567,Alan Jay Lerner,[]
568,Alan Lomax,"['spirituals', 'traditional blues', 'traditional folk']"
569,Alan Loveday,[]
570,Alan Menken,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']"
571,Alan Mills,[]
572,Alan Mills and the Four Shipmates,[]
573,Alan Moorhouse,['library music']
574,Alan Palomo,[]
575,Alan Parker,"['library music', 'spytrack']"
576,Alan Parsons,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
577,Alan Rickman,[]
578,Alan Silvestri,"['scorecore', 'soundtrack']"
579,Alan Tam,"['c-pop', 'cantopop', 'classic cantopop']"
580,Alan Titus,[]
581,Alan Umstead,[]
582,Alan Walker,['electro house']
583,Alan Watts,['free folk']
584,Alan Wayne,[]
585,Alan Wilder,[]
586,Alanalda,[]
587,Alanis Morissette,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
588,Alannah Myles,"['classic canadian rock', 'new wave pop']"
589,Alasdair Fraser,"['celtic', 'irish folk', 'jig and reel', 'scottish fiddle', 'scottish folk', 'string folk']"
590,Alaska Y Dinarama,"['spanish new wave', 'spanish pop']"
591,Alaska Y Los Pegamoides,['spanish new wave']
592,Alauddin,[]
593,Alaíde Costa,['bossa nova']
594,Alban Berg,"['classical performance', 'string quartet']"
595,Alban Berg Quartett,"['classical performance', 'string quartet']"
596,Albeli,[]
597,Albert Ammons & Pete Johnson,[]
598,Albert Ayler,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']"
599,Albert Collins,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']"
600,Albert Cornellier,[]
601,Albert Hammond,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']"
602,Albert Hammond Jr,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']"
603,Albert Hay Malotte,[]
604,Albert King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
605,Albert Linville,[]
606,Albert Lortzing,"['classical era', 'german opera']"
607,Albert Préjean,['vintage chanson']
608,Alberta Hunter,[]
609,Albertina Walker,['gospel']
610,"Alberto ""Beto"" Zapata",[]
611,Alberto Albertini,[]
612,Alberto Arenas,['vintage tango']
613,Alberto Beltran,['bolero']
614,Alberto Cortez,"['bolero', 'cantautor', 'nueva cancion', 'pop romantico', 'ranchera', 'trova']"
615,Alberto Erede,['opera']
616,Alberto Fontán Luna,[]
617,Alberto Gomez,['vintage tango']
618,Alberto Martini,[]
619,Alberto Pedraza,"['cumbia', 'cumbia sonidera']"
620,Alberto Pedraza Con Su Ritmo Y Sabor,['cumbia sonidera']
621,Alberto Pedraza Islas,[]
622,Alberto Rabagliati,"['classic italian pop', 'swing italiano', 'vintage italian pop']"
623,Alberto Ruiz,['andean']
624,Alberto Ruiz Lavadenz,[]
625,Alberto Vazquez,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
626,Alberto Y Roberto,"['cumbia', 'grupera', 'regional mexican']"
627,Albino Gaggi,[]
628,Alborosie,"['modern reggae', 'reggae', 'roots reggae']"
629,Alcatrazz,"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal']"
630,Alceo Galliera,[]
631,Alceu Valença,"['forro', 'mangue bit', 'mpb', 'pernambuco alternative']"
632,Alcides Briceño,[]
633,Alcides Caminha,[]
634,Alcoholics Anonymous,[]
635,Alda Noni,"['classical soprano', 'italian soprano', 'vintage schlager']"
636,Aldenhoff,[]
637,Aldir Blanc,"['brazilian composition', 'choro', 'roda de samba', 'samba', 'velha guarda']"
638,Aldo Bertocci,[]
639,Aldo Campoamor,['vintage tango']
640,Aldo Campoamor & Hector Insua,[]
641,Aldo Ciccolini,['classical piano']
642,Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza,[]
643,Aldo Donà,['vintage italian pop']
644,Aldo Marin,[]
645,Aldo Nova,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
646,Aldo Protti,"['classical baritone', 'italian baritone']"
647,Aldo Trujillo,"['corridos tumbados', 'regional mexican pop']"
648,Aleanne Francois,['haitian traditional']
649,"Alec ""Guitar Slim"" Seward",[]
650,Alec Benjamin,['pop']
651,Alec Redshaw,[]
652,Alec Wilder,['tin pan alley']
653,Alegre All Stars,"['latin jazz', 'salsa international']"
654,Alejandra Guzman,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']"
655,"Alejandro ""Mosty"" Patiño",[]
656,Alejandro Algara,['bolero']
657,Alejandro Cardona,[]
658,Alejandro Escovedo,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'pub rock', 'roots rock']"
659,Alejandro Fernández,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']"
660,Alejandro Filio,"['cantautor', 'nueva cancion', 'trova']"
661,Alejandro Sanz,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
662,Aleko Efendi,[]
663,Alekos Dimou,[]
664,Alekos Kitsakis,['rebetiko']
665,Aleks Syntek,"['grupera', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
666,Aleksis Zoympas-Violi,[]
667,Alena Cherny,[]
668,Alesana,"['metalcore', 'north carolina emo', 'screamo']"
669,Alessandra De Negri,[]
670,Alessandro Corbelli,"['classical baritone', 'italian baritone', 'opera']"
671,Alessandro Marcello,"['baroque', 'early music', 'italian baroque']"
672,Alessandro Safina,"['italian tenor', 'operatic pop']"
673,Alessandro Scarlatti,"['baroque', 'classical', 'early music', 'italian baroque', 'italian opera']"
674,Alessi Brothers,['yacht rock']
675,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
676,Alessio Bax,['classical piano']
677,Alesso,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
678,Alestorm,"['comic', 'comic metal', 'metal', 'pirate', 'power metal', 'progressive metal', 'scottish metal']"
679,Alex & Sierra,"['indie cafe pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
680,Alex Banin,[]
681,Alex Boniello,[]
682,Alex Brightman,"['broadway', 'hollywood', 'show tunes']"
683,Alex Bueno,"['bachata', 'latin', 'merengue', 'tropical']"
684,Alex Bugnon,['smooth jazz']
685,Alex Campos,"['latin christian', 'latin worship', 'mariachi cristiano']"
686,Alex Clare,['modern alternative rock']
687,Alex Cornell,[]
688,Alex Ebert,['alternative americana']
689,Alex Foster,[]
690,Alex G,"['alternative rock', 'art pop', 'freak folk', 'garage psych', 'indie folk', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi', 'philly indie']"
691,Alex Gaudino,"['disco house', 'edm', 'electro house', 'vocal house']"
692,Alex Guesta,['deep uplifting trance']
693,Alex Hall,[]
694,Alex Hope,[]
695,Alex Isley,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'indie soul', 'lo-fi chill', 'neo r&b']"
696,Alex Lacamoire,[]
697,Alex Manga,[]
698,Alex Natale DJ,[]
699,Alex Newell,"['dance pop', 'electropop', 'indie poptimism']"
700,Alex Orbison,[]
701,Alex Pro,['tecnobanda']
702,Alex Rose,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
703,Alex Somers,['nordic soundtrack']
704,Alex Spanador Mosely,[]
705,Alex Sparrow,[]
706,Alex Turner,"['modern rock', 'rock', 'sheffield indie']"
707,Alex Ubago,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
708,Alex Van Halen,['rock drums']
709,Alex Wiley,"['chicago rap', 'deep underground hip hop', 'underground hip hop']"
710,Alex de Grassi,['fingerstyle']
711,"Alex, Jorge Y Lena","['latin', 'latin pop']"
712,Alexa Vega,[]
713,Alexander 'Skip' Spence,"['cosmic american', 'country rock', 'experimental', 'folk rock', 'outsider', 'psychedelic rock']"
714,Alexander 23,"['indie pop', 'indie r&b', 'pop']"
715,Alexander Acha,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
716,Alexander Borodin,"['classical', 'late romantic era', 'russian romanticism']"
717,Alexander Briger,[]
718,Alexander Glazunov,"['post-romantic era', 'russian romanticism']"
719,Alexander Gowlovech,[]
720,Alexander Gretchaninov,"['russian modern classical', 'russian romanticism']"
721,Alexander Hanson,[]
722,Alexander Hilsberg,['historic orchestral performance']
723,Alexander King,"['country rap', 'redneck']"
724,Alexander Kipnis,['classical bass']
725,Alexander Klinger,[]
726,Alexander Malter,['contemporary classical piano']
727,Alexander Muir,[]
728,Alexander O'Neal,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
729,Alexander Oliver,[]
730,Alexander Peskanov,['ragtime']
731,Alexander Rahbari,[]
732,Alexander Robotnick,['electro']
733,Alexander Rybak,['eurovision']
734,Alexander Schneider,[]
735,Alexander Schneider Quintet,[]
736,Alexander Scholuch,[]
737,Alexander Schreiner,[]
738,Alexander Scriabin,"['early modern classical', 'impressionism', 'late romantic era', 'russian romanticism']"
739,Alexander String Quartet,['string quartet']
740,Alexander Zakin,[]
741,Alexandra,"['bachata', 'latin', 'tropical']"
742,Alexandra Stan,"['dance pop', 'romanian pop']"
743,Alexandre Brailowsky,[]
744,Alexandre Desplat,"['compositional ambient', 'french soundtrack', 'hollywood', 'soundtrack']"
745,Alexandre Pires,"['axe', 'pagode']"
746,Alexandre Tansman,"['early modern classical', 'neoclassicism']"
747,Alexandre Tharaud,"['classical performance', 'classical piano']"
748,Alexei Lubimov,"['classical piano', 'historical keyboard']"
749,Alexi,"['calming instrumental', 'classify', 'focus']"
750,Alexi Murdoch,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'neo mellow', 'stomp and holler']"
751,Alexis Ffrench,"['calming instrumental', 'classify', 'focus']"
752,Alexis Jordan,[]
753,Alexis Korner's Blues Incorporated,"['british blues', 'british invasion']"
754,Alexis Roberts,['lo-fi chill']
755,Alexis Vlassof Chorus,[]
756,Alexis Weissenberg,['classical piano']
757,Alexis y Fido,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
758,Alexisonfire,"['canadian post-hardcore', 'canadian rock', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
759,Alextbh,"['indie r&b', 'lo-fi chill', 'malaysian indie']"
760,Alfamega,[]
761,Alfonso Cruz Jimenez,[]
762,Alfonso Ortiz Tirado,['bolero']
763,Alfonso Vega Núñez,[]
764,Alfonso X El Sabio,"['classical', 'early music', 'medieval', 'musica antigua', 'renaissance']"
765,Alfred Antonini,[]
766,Alfred Apaka,['hawaiian']
767,Alfred Brendel,"['classical', 'classical performance', 'classical piano']"
768,Alfred Cortot,['historic piano performance']
769,Alfred Deller,['classical countertenor']
770,Alfred Drake,[]
771,Alfred Hause,"['ballroom', 'easy listening']"
772,Alfred Henderson,['bahamian folk']
773,Alfred Hitchcock,['reading']
774,Alfred Newman,['classic soundtrack']
775,Alfred Pfeifle,[]
776,Alfred Piccaver,[]
777,Alfred Poell,[]
778,Alfred Prinz,['classical clarinet']
779,Alfred Reed,['concert band']
780,Alfred Wallenstein,[]
781,Alfredo Antonini,[]
782,Alfredo Arroyo,[]
783,Alfredo Casella,"['early modern classical', 'neoclassicism']"
784,Alfredo Catalani,"['italian opera', 'late romantic era']"
785,Alfredo Giacomotti,['italian bass']
786,Alfredo Gutierrez,"['classic colombian pop', 'cumbia', 'vallenato']"
787,Alfredo Gutierrez Y Su Conjunto,"['cumbia', 'porro']"
788,Alfredo Gutiérrez y sus Acordeones Dorados,[]
789,Alfredo Linares,['salsa international']
790,Alfredo Olivas,"['banda', 'deep regional mexican', 'regional mexican pop']"
791,Alfredo Simonetto,['opera']
792,Algebra Blessett,['neo soul']
793,Algorisms,[]
794,Ali,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
795,Ali & Gipp,"['dirty south rap', 'pop rap', 'southern hip hop']"
796,Ali Akbar Khan,"['dhrupad', 'hindustani classical', 'hindustani instrumental', 'indian classical', 'sarod', 'world fusion']"
797,Ali Bakhsh Zahoor,[]
798,Ali Farka Touré,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'world']"
799,Ali Gatie,"['canadian hip hop', 'pop']"
800,Ali Tabatabaee,[]
801,Ali Vegas,"['nyc rap', 'queens hip hop']"
802,Aliakbar Shekarchi,[]
803,Alias,[]
804,Alibert,[]
805,Alice Babs,"['barnmusik', 'swedish jazz', 'vintage swedish pop']"
806,Alice Bowie,['novelty']
807,Alice Clark,['traditional soul']
808,Alice Cocéa,[]
809,Alice Coltrane,"['afrofuturism', 'afropop', 'art rock', 'avant-garde jazz', 'contemporary post-bop', 'experimental', 'fourth world', 'free jazz', 'jazz', 'jazz harp', 'spiritual jazz']"
810,Alice Cooper,"['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
